username,category,engagement_rate,alignment_genZ
herz.mama,fashion,0.07,0
primandpimp,fashion,0.044,0
yelena_bosh,fashion,0.013,1
raffaella__f,fashion,0.018,0
gemma_cheapischic,fashion,0.013,1
mayajama,fashion,0.043,1
fashiontimes.it,fashion,0.02,1
glygacoscosim,fashion,0.036,1
lancejohnson_,fashion,0.042,1
brynnrumfallo,fashion,0.023,1
1beautiful_t,fashion,0.068,0
annabelnorthlewis,fashion,0.031,0
yosoyyayar,fashion,0.039,0
manon_bve,fashion,0.041,0
fabrichclothing,fashion,0.038,1
awesemtolentino,fashion,0.022,1
bruna_rosa_,fashion,0.134,0
aisha_jade,fashion,0.011,1
everwillalove,fashion,0.066,0
alzatesara,fashion,0.061,1
nessavarez,fashion,0.037,1
prettypastelplease,fashion,0.054,0
jonavimusic,fashion,0.01,1
fernwehwolf,fashion,0.02,0
elenabaltar,fashion,0.024,0
sammaser,fashion,0.083,0
fashaddicti,fashion,0.038,0
torigonzales_,fashion,0.015,0
mercurioroberta,fashion,0.05,1
_holly_patterson_,fashion,0.011,1
the_female_beauty_,fashion,0.052,0
andylalwani,fashion,0.031,0
chasitysaunders,fashion,0.021,0
rawlybold,fashion,0.053,0
thetinachen,fashion,0.017,1
joaquim_ft,fashion,0.015,0
jannealers,fashion,0.028,0
yuki.amsterdam,fashion,0.017,0
_allesschwarz,fashion,0.027,1
jayyyrann,fashion,0.033,0
sharpeshooter_,fashion,0.01,0
glitzglamom,fashion,0.049,0
wethe_wildones,fashion,0.027,0
mlleflaa,fashion,0.031,0
mahgomesblog,fashion,0.031,1
elisabetdou,fashion,0.055,1
caxshe,fashion,0.06,1
tubaerguen,fashion,0.044,1
lenilicious,fashion,0.022,1
jackbnible,fashion,0.01,1
thelaceyclaire,fashion,0.052,1
thegraybasic,fashion,0.062,0
barborabakos,fashion,0.126,0
mariesteller,fashion,0.028,1
ginevralambruschi,fashion,0.02,1
elmartina,fashion,0.052,0
giuliavalentina,fashion,0.114,1
spicycandydc,fashion,0.03,0
em_cullum,fashion,0.066,1
ysymfilms,fashion,0.014,0
stevenonoja,fashion,0.042,1
_joestyles,fashion,0.134,1
kinijalele,fashion,0.061,0
be_parisien,fashion,0.011,1
meowiie,fashion,0.06,1
carmelatte,fashion,0.061,0
cheyennetulsa,fashion,0.027,1
xomiss_courtney,fashion,0.013,1
jessicalbarcelona,fashion,0.032,0
karicassandra,fashion,0.047,1
tiffanymariegabriel,fashion,0.134,1
misskerryannek,fashion,0.01,0
sanfrankrisco,fashion,0.016,0
joanijetsets,fashion,0.046,1
melissahendershot,fashion,0.05,0
ethieen,fashion,0.03,0
jordybaan,fashion,0.023,0
thestylebat,fashion,0.01,1
jaclynrjohnson,fashion,0.057,1
chasekeith,fashion,0.03,1
bisous.fee,fashion,0.041,0
matterofkat,fashion,0.057,0
neoandlime,fashion,0.026,1
jillianrosereed,fashion,0.021,1
ema._panda,fashion,0.061,0
neriahfisher,fashion,0.019,0
nikkiijoiner,fashion,0.033,1
macerlyofficial,fashion,0.052,1
lavieenmay,fashion,0.035,0
elizabethkeene,fashion,0.039,1
theelledacruz,fashion,0.051,1
ashleehuff,fashion,0.057,1
leomieanderson,fashion,0.022,0
stephanie.merhi,fashion,0.013,0
mydarlingjojo,fashion,0.06,0
thepinkenvelope,fashion,0.011,1
mirianagrh,fashion,0.022,0
coastwilde,fashion,0.059,1
beachykj,fashion,0.079,1
alessaa_w,fashion,0.011,1
julescecilia,fashion,0.124,1
littleluxelookbook,fashion,0.027,0
annaliesedayes,fashion,0.055,0
sheandworld,fashion,0.05,1
nataliebloomm,fashion,0.013,0
sarahlysander,fashion,0.018,1
emanueleamicucci,fashion,0.069,1
annnaelisabeth,fashion,0.03,0
wanigatunga,fashion,0.057,1
pepe___29,fashion,0.027,0
jossalm,fashion,0.051,1
doramolina,fashion,0.044,0
herosheemaz,fashion,0.039,0
dayellenp,fashion,0.034,0
ase_wang,fashion,0.049,0
adiecoles,fashion,0.02,0
jumbotsang,fashion,0.054,1
desiraindrops,fashion,0.109,0
breanneburnell,fashion,0.025,0
ashleymariekelsey,fashion,0.024,1
mealia_c,fashion,0.145,0
paola_antonini,fashion,0.036,1
kori_nikkonen,fashion,0.027,0
andrewkayden,fashion,0.149,0
ohhmyannie,fashion,0.018,1
kayranicolemh,fashion,0.027,1
officialsgw,fashion,0.063,1
nadjaevensen,fashion,0.097,0
elbio_bonsaglio,fashion,0.05,0
dyedblondpony,fashion,0.063,1
dillanxwhite,fashion,0.037,0
danneigh,fashion,0.029,1
joseyauguste,fashion,0.026,0
thechristinep,fashion,0.013,1
camilarossado,fashion,0.062,0
brendanrobinson,fashion,0.03,1
vladmacovei_,fashion,0.031,1
pinkcouchgirl,fashion,0.042,0
pinktotango,fashion,0.051,0
bloomwithzum,fashion,0.03,1
marynaaksenov,fashion,0.023,0
tatou_souk,fashion,0.013,0
where.is.naomi,fashion,0.019,0
lindsayjerniganstyling,fashion,0.122,1
lamiyaslimani,fashion,0.052,1
nicolekay___,fashion,0.045,0
mickeyyymars,fashion,0.022,1
withloveanni,fashion,0.049,0
emilystranges,fashion,0.039,1
thechiconthego,fashion,0.039,0
viciloves,fashion,0.055,1
tiantianbella,fashion,0.062,0
alicebasso,fashion,0.051,0
gwenaellemartin,fashion,0.065,0
lolowood_,fashion,0.041,0
wilmakarlen,fashion,0.057,0
nastaranmarie,fashion,0.01,0
sarah_noor,fashion,0.057,1
lovecurvy__laurabrioschi,fashion,0.038,1
tiffvanvreede,fashion,0.023,0
vanesbm,fashion,0.06,1
politicsandfshn,fashion,0.112,0
merizemborain,fashion,0.019,1
stevie_hendrix,fashion,0.014,1
kana_mitsuzawa,fashion,0.053,0
getreadygirly,fashion,0.097,1
fansy__style,fashion,0.051,1
aruanmarsha,fashion,0.028,0
_thestylegen_,fashion,0.025,0
nerminapietersmekic,fashion,0.017,0
laelae.life,fashion,0.027,1
anna_saa,fashion,0.069,0
e_lles,fashion,0.053,0
alyssacherise,fashion,0.023,1
rohinimm,fashion,0.024,1
giovannimasiero____,fashion,0.032,1
thestevedoss,fashion,0.03,0
luisa__gh,fashion,0.015,0
shopwearrepeat,fashion,0.065,1
madolynthinks,fashion,0.017,1
christian_tay,fashion,0.029,1
meetjudydewolf,fashion,0.03,0
michela_corvetto,fashion,0.054,1
karlymarquess,fashion,0.037,1
gretchengeraghty,fashion,0.137,0
elofancy,fashion,0.069,0
thetrendoven,fashion,0.051,0
flexxandthecity,fashion,0.026,1
ugomozie,fashion,0.014,0
maelroussel,fashion,0.011,1
madzpayne,fashion,0.067,1
its.cfg,fashion,0.018,0
iamjustinejustine,fashion,0.013,1
daiseyodonnell,fashion,0.018,0
iamwissing,fashion,0.017,0
iamrubyjay,fashion,0.043,0
brnzblog,fashion,0.045,1
gizellevalentine,fashion,0.028,1
therubyelement,fashion,0.028,1
endlessweekendnl,fashion,0.066,0
xxkellylamich,fashion,0.044,0
futuremissfit,fashion,0.041,1
emily.j.odonnell,fashion,0.023,1
tommiee_,fashion,0.012,0
simplymelodynicole,fashion,0.097,1
kammyalmeida,fashion,0.066,1
freshprincessofbellehair,fashion,0.031,1
tobruckave,fashion,0.062,0
xhashhouse,fashion,0.033,0
tamarmor,fashion,0.07,0
pink_lucy,fashion,0.05,0
mahoghany_angel,fashion,0.066,1
ingridmartinezcas,fashion,0.017,0
parisanafei,fashion,0.041,1
edwinhonoret,fashion,0.014,0
fabkumai,fashion,0.048,1
officialjessicacaban,fashion,0.049,0
taylranne,fashion,0.144,0
ampersandsandattire,fashion,0.037,1
alyinwxnderland,fashion,0.068,0
danielaknight,fashion,0.018,0
janadacovic,fashion,0.02,1
fedeleone_,fashion,0.021,1
neleliiis,fashion,0.025,1
soniamarnez,fashion,0.055,0
thatboostedchick,fashion,0.048,1
fabivongerneschoen,fashion,0.066,1
kennedycowan,fashion,0.057,1
escapewithmali,fashion,0.024,1
saradanielsbacka,fashion,0.064,1
golden_aimeee,fashion,0.06,0
emy_ltr,fashion,0.07,0
gabunion,fashion,0.038,0
clevelandfashionista,fashion,0.043,1
mintchyy,fashion,0.096,0
beautifullyhealthy_,fashion,0.017,1
thedailyte.a,fashion,0.035,1
ashhtaylor,fashion,0.104,1
amandascarpaci,fashion,0.036,1
tiffycrazycool,fashion,0.047,0
taypaigebird,fashion,0.058,1
peaceloveandbeer,fashion,0.047,0
fhatuwanimukheli,fashion,0.04,1
everything__e,fashion,0.063,0
brunaharmel,fashion,0.108,1
withwendy,fashion,0.017,1
fabmusediana,fashion,0.048,1
lynngruetter,fashion,0.022,1
theworldofsisters,fashion,0.044,1
louisekarlsson,fashion,0.068,0
coffeecupsandroses,fashion,0.055,0
csiriano,fashion,0.041,0
arianna.borzacchelli,fashion,0.024,1
reinventing50s,fashion,0.045,1
graciepiscopo,fashion,0.055,0
vis4virgo,fashion,0.017,1
ramona_amodeo,fashion,0.048,1
harrietdodsworth,fashion,0.069,0
anastasiabsmith,fashion,0.056,1
tonsablush,fashion,0.049,0
ratedrmmg,fashion,0.074,1
cupcakescutlery,fashion,0.011,1
carenshope,fashion,0.021,0
sunispretty,fashion,0.057,0
kgarciaprod,fashion,0.036,1
lentyfrans,fashion,0.109,1
meghanrienks,fashion,0.051,0
_wuella_,fashion,0.067,0
vieagency,fashion,0.021,0
playthingsmiami,fashion,0.043,1
tr3ndygirl,fashion,0.023,1
nikki_eatons,fashion,0.085,1
blogcaroladuarte,fashion,0.024,1
barbarapochetto,fashion,0.055,1
mikelignayt,fashion,0.016,0
_martinarao_,fashion,0.063,0
v.4nessa,fashion,0.02,1
sapphiroula_,fashion,0.031,0
nellydemur,fashion,0.062,1
lauraanderson1x,fashion,0.078,0
tgosingtian,fashion,0.042,1
we.the.birds,fashion,0.04,0
simkosays,fashion,0.044,0
lucyeezy,fashion,0.148,1
kimlynchauvin,fashion,0.029,1
drewdirksen,fashion,0.026,1
brunetteboheme,fashion,0.024,1
allisonwetig,fashion,0.026,1
dillon_ivory,fashion,0.083,0
joannalhs,fashion,0.04,0
thegrownupedit,fashion,0.144,0
leahdamermaid,fashion,0.064,0
itsrachelcatherine,fashion,0.024,0
elinwilkens,fashion,0.026,0
yogabunnynyc,fashion,0.033,0
srtalohomora,fashion,0.013,1
igeeokafor,fashion,0.068,1
kehinde_smith,fashion,0.055,1
_addiejones,fashion,0.065,1
maikoandara,fashion,0.035,1
fra_lifestyle,fashion,0.042,0
eligiamartins,fashion,0.057,1
mirixv,fashion,0.057,0
ateliyenn,fashion,0.021,0
thedelilahblog,fashion,0.059,1
vanessaleache,fashion,0.02,1
theworkinggirl.ca,fashion,0.068,0
mckenziebrelyn,fashion,0.058,0
juliexpayr,fashion,0.022,1
itsmarioselman,fashion,0.021,1
franceshemmant,fashion,0.023,0
aretastylesecrets,fashion,0.054,1
cristina_kovacs,fashion,0.034,1
n.col.s,fashion,0.032,0
lucyaizen,fashion,0.058,1
andriettaaa,fashion,0.066,1
zdzieszk4,fashion,0.044,1
hellomissbianca,fashion,0.054,0
nancy_mathausova,fashion,0.051,1
alexx_xox,fashion,0.074,0
carolbeckhaam,fashion,0.018,0
sagarmidda,fashion,0.026,0
nastyachoo,fashion,0.01,1
benishamedina,fashion,0.068,0
thoughtsby_brandi,fashion,0.067,0
_victoriagutierrez,fashion,0.036,1
nancyajramcd,fashion,0.036,1
graziaventrella,fashion,0.015,1
marienasemann,fashion,0.03,1
theeditorialistla,fashion,0.045,0
starecasers,fashion,0.055,1
carminola,fashion,0.068,1
xhio84,fashion,0.05,1
the_em_edit,fashion,0.065,1
shetroublemaker,fashion,0.054,0
natascia_palladinetti,fashion,0.068,0
gracefvictory,fashion,0.063,0
anastasiacasaluci,fashion,0.052,1
leandra_procelli,fashion,0.07,1
elisasamaral,fashion,0.063,0
abi_kd,fashion,0.034,1
torispotts,fashion,0.069,1
oliviaculpo,fashion,0.03,1
nicholas._.sinclair,fashion,0.069,0
kazmiraeldaly,fashion,0.026,0
oliviaahalim,fashion,0.025,0
rockthefrockbridal,fashion,0.046,1
soyalerios,fashion,0.068,1
jessiicooper,fashion,0.098,1
danyellpitts,fashion,0.034,0
wengie,fashion,0.036,0
rikkiit,fashion,0.03,0
carmenvecchio,fashion,0.049,1
martinapinto,fashion,0.043,0
sydneyjoz,fashion,0.066,0
louteasdale,fashion,0.067,0
jessrabbott,fashion,0.037,1
ravjotmehek,fashion,0.061,0
afashionnerd,fashion,0.062,0
taylorbaxter,fashion,0.067,1
jessicalynnmartin_,fashion,0.017,0
die.kim,fashion,0.013,1
ferrussian,fashion,0.026,1
festyinstyle,fashion,0.069,0
ohwge,fashion,0.046,0
morganburke__,fashion,0.045,0
ticipinheiro,fashion,0.051,1
perpetualpaces,fashion,0.042,0
capturinglifeoncamera,fashion,0.05,1
pau_eche,fashion,0.022,0
jlcowdrey,fashion,0.042,1
catwomenn,fashion,0.057,0
rachaelramos_,fashion,0.012,1
ginevraiorio,fashion,0.023,0
sophiefuji,fashion,0.046,1
nanaicosta,fashion,0.018,0
monicayamachita,fashion,0.058,0
grace_goldberg,fashion,0.063,1
thekentuckygent,fashion,0.022,0
joanne_marasigan,fashion,0.014,1
sarahb.h,fashion,0.054,0
dollygirma,fashion,0.015,0
bazaarindonesia,fashion,0.034,1
willpeltz,fashion,0.033,1
theblackhairedboy,fashion,0.04,0
destination_whitecoat,fashion,0.061,1
inesjimm,fashion,0.057,0
aureliablog,fashion,0.037,0
fernandovsa,fashion,0.033,1
brazilianamericangirl,fashion,0.045,1
i_foreign,fashion,0.052,1
mika_cntr,fashion,0.047,1
laisbot,fashion,0.02,1
alibrag,fashion,0.074,0
veronikatazlerova,fashion,0.023,1
daanielasantos_,fashion,0.055,1
avatraining,fashion,0.028,0
alannamcnally,fashion,0.022,0
tiphainemarie_,fashion,0.069,0
meccapresents,fashion,0.056,1
desiperkins,fashion,0.043,0
mandeeeee,fashion,0.055,0
xomelissavictoria,fashion,0.042,1
itslenatime,fashion,0.051,1
pami.me,fashion,0.052,1
isabella_og,fashion,0.063,1
griffinmckenzie,fashion,0.052,1
eleonora_branca,fashion,0.034,0
nina.rimaa,fashion,0.114,0
jujunorremose,fashion,0.055,1
ms_kuan,fashion,0.024,0
cocorocha,fashion,0.054,1
xokateday,fashion,0.043,0
we_fashion,fashion,0.065,0
nicole_huisman,fashion,0.052,1
miraelle_girl,fashion,0.054,1
lilymaymac,fashion,0.023,0
kokoloom,fashion,0.014,0
jessburtt,fashion,0.041,0
fitfoodhealthyvonne,fashion,0.059,1
charlottefok,fashion,0.025,0
alessandracrinzi,fashion,0.023,1
adamwaithe,fashion,0.089,0
thisjoyful_life,fashion,0.042,1
rowananahar,fashion,0.027,1
paulavolpii,fashion,0.026,0
izisimundic,fashion,0.052,0
kimmyhuynh,fashion,0.02,1
jasminmakeup1,fashion,0.03,1
macanenna,fashion,0.082,1
adapasternak,fashion,0.02,0
twinbuns,fashion,0.034,0
littletattoolove,fashion,0.053,0
blvckaud,fashion,0.033,1
sissie_loves_it,fashion,0.033,1
mintarrow,fashion,0.062,1
nat_al_ie,fashion,0.042,0
jjlifenstyle,fashion,0.044,1
misssemaaa4,fashion,0.054,0
jasmeannnn,fashion,0.06,1
vidyavox,fashion,0.064,1
angelicawennergren,fashion,0.011,0
jessipaterson,fashion,0.061,0
arongmama,fashion,0.028,0
sariafrancis,fashion,0.011,1
summatate,fashion,0.011,1
looklingerlove,fashion,0.053,1
monlee_yikfann,fashion,0.066,0
lifeinpicturesbylu,fashion,0.067,0
benedetta_mariotti,fashion,0.045,1
kameronmonet,fashion,0.034,1
victoriadoder,fashion,0.011,0
surfbroads,fashion,0.026,1
nursenfit,fashion,0.035,0
gloria_nbr,fashion,0.041,1
brooklynkellyy,fashion,0.025,1
barandbowtie,fashion,0.011,0
andrewquo,fashion,0.069,1
momcrushmonday,fashion,0.026,1
shuchitasharan,fashion,0.051,0
brittrafuson,fashion,0.054,1
tashapolis,fashion,0.067,0
kimcpavao,fashion,0.023,0
n_jayjay,fashion,0.021,0
eliandeli_,fashion,0.015,1
iolaki,fashion,0.031,1
chanteljeffries,fashion,0.053,1
axelleblanpain,fashion,0.018,1
misseskuuhney,fashion,0.042,0
balencianna,fashion,0.043,0
lolailegems,fashion,0.062,0
kittyseline,fashion,0.042,1
rossypalumbo,fashion,0.057,1
oops_ohemma,fashion,0.111,0
carolinaogliaro,fashion,0.056,0
daniela.beresova,fashion,0.038,0
yasminbrunet1,fashion,0.083,1
hmxlik,fashion,0.067,1
nafthalyramona,fashion,0.027,0
aliachergui,fashion,0.05,1
shesyoume,fashion,0.044,1
brooky.moss,fashion,0.05,1
renate.cecilie,fashion,0.037,1
meghanlaurie,fashion,0.056,1
beebosnak,fashion,0.01,1
farinamusic,fashion,0.041,1
lunarkris,fashion,0.094,0
stetholifestyle,fashion,0.023,0
kskimbrough,fashion,0.061,0
julinfinity_,fashion,0.022,0
fede.casagrande,fashion,0.017,0
bethann.wagner,fashion,0.033,0
theurbanumbrella,fashion,0.11,1
thedailytay,fashion,0.061,1
hjuddd,fashion,0.07,1
stj297,fashion,0.065,0
pepperstores,fashion,0.067,0
comeonally,fashion,0.041,1
tanjavieth,fashion,0.036,1
maiahocando,fashion,0.064,1
just.call.me.ella,fashion,0.058,1
elimeshrewsbury,fashion,0.043,1
naomi_g,fashion,0.026,0
geri__petkova,fashion,0.025,1
carolmaya_,fashion,0.012,0
voguetreats,fashion,0.029,1
tatomymo,fashion,0.017,1
jacquelinelaurean,fashion,0.065,0
azulgonzalezaparicio,fashion,0.114,1
fringeandfrange,fashion,0.052,1
samimast,fashion,0.022,0
mary.ank,fashion,0.061,0
allisonhoeller,fashion,0.049,1
jameslloach,fashion,0.044,1
_.nabeela,fashion,0.064,1
la_fashionvictim_disordinata,fashion,0.038,0
chxndeliers,fashion,0.013,1
missbelleetronde__3,fashion,0.035,1
allanaramaa,fashion,0.017,1
kirstenkaye_,fashion,0.018,0
gladys.li,fashion,0.059,1
katgraham,fashion,0.054,0
trishavaz1,fashion,0.066,0
skriverxoxo,fashion,0.049,0
the_ace_lifestyle,fashion,0.118,0
raginikhanna,fashion,0.023,1
gabibrandt,fashion,0.034,1
anto_cavalieri,fashion,0.029,1
laisrasera,fashion,0.053,0
houseoftrends,fashion,0.027,0
kirstyleanneuk,fashion,0.076,1
joshuaritchie1,fashion,0.043,1
marinaferrarig,fashion,0.026,0
momoftwochunks,fashion,0.045,0
kmw_plus,fashion,0.115,1
yagoselva,fashion,0.039,0
withlovefromkris,fashion,0.031,0
thefashionsavage,fashion,0.093,0
tayloralexafrank,fashion,0.026,0
michellempaige,fashion,0.04,0
glenbaxterto,fashion,0.015,0
danielleerodas,fashion,0.084,0
betsabea_,fashion,0.036,1
jamiejchung,fashion,0.047,1
twooutsiders,fashion,0.01,0
tvinnv,fashion,0.066,0
missheartmade,fashion,0.039,0
marta.losito,fashion,0.01,1
thestacielife,fashion,0.034,0
thataylaa,fashion,0.033,0
pinelopi_ap,fashion,0.016,1
pennandquill,fashion,0.037,1
guyoverboard,fashion,0.067,1
psfortysix,fashion,0.067,1
marimalto,fashion,0.044,0
ju_romano,fashion,0.058,1
tristenwhittemore,fashion,0.096,0
beatriceturner,fashion,0.022,1
twinkleinrouen,fashion,0.018,1
itsawildwildworldbaby,fashion,0.045,0
xxjmitch,fashion,0.038,1
robinverbon,fashion,0.034,1
ninaviktorianowak,fashion,0.064,1
michellexdiaz,fashion,0.062,0
darth_cydious,fashion,0.014,0
rebekaheliz,fashion,0.038,1
gessiimicalizzi,fashion,0.066,1
vittoriagraci,fashion,0.039,1
sabrinareneesmith,fashion,0.012,1
paulientilstra,fashion,0.064,0
angelzheng_,fashion,0.027,1
lefashionfetish,fashion,0.054,0
carolesdiary,fashion,0.034,1
annaliesegann,fashion,0.062,0
charlottepedneault,fashion,0.041,1
niomismart,fashion,0.047,0
yiingsx2,fashion,0.059,0
passiionforfashion,fashion,0.054,0
ashleywierenga,fashion,0.052,1
iloveshalah,fashion,0.049,1
theecobabe,fashion,0.017,0
jazzmynejay,fashion,0.03,0
sophia_handwerk,fashion,0.07,0
alecgolinger,fashion,0.019,0
romy.simona,fashion,0.052,0
lucero__lu,fashion,0.023,1
leaura,fashion,0.01,0
sandrysabel,fashion,0.038,1
presleytennant,fashion,0.029,1
alannapearl,fashion,0.012,0
emmespivey,fashion,0.058,1
suzansalahidris,fashion,0.068,1
ailinhyde,fashion,0.042,1
big_beautiful_women_reposts,fashion,0.033,1
lilylove213,fashion,0.062,0
blondegrams,fashion,0.04,0
uaimatheus,fashion,0.065,1
rickythomason,fashion,0.016,1
magdalenschkova,fashion,0.062,1
sophhearts,fashion,0.038,0
maritaboteroc,fashion,0.021,0
laurachiari_8,fashion,0.051,0
valegenta,fashion,0.022,1
aaliyahjay,fashion,0.076,1
rachelfenton1,fashion,0.051,1
victoriaczajkowska,fashion,0.057,0
rribecka,fashion,0.069,0
oliviamollyrogers,fashion,0.047,1
ledressingdemanue,fashion,0.018,0
mimamochi,fashion,0.09,0
theactivenurse,fashion,0.029,0
raphlefriant,fashion,0.02,1
elcofrebliaman,fashion,0.067,0
nomanoire,fashion,0.015,0
margotmeanie,fashion,0.011,0
lovisaheuman,fashion,0.146,0
unconventionalsecrets,fashion,0.067,0
theglammood,fashion,0.042,0
thebasicbloggerbitch,fashion,0.064,1
rachelwinterw,fashion,0.055,1
francyrossii,fashion,0.047,1
ale.harnish,fashion,0.031,1
acarltonmiller,fashion,0.045,1
sophietta,fashion,0.072,1
gracemandeville,fashion,0.069,1
giomarvrolijk,fashion,0.05,0
wanderlust_coconut,fashion,0.021,1
redalaafif,fashion,0.11,0
raffaele_pone,fashion,0.048,0
originalnisvatba,fashion,0.06,0
mimi.irvin,fashion,0.127,0
tanpreetparmar,fashion,0.041,0
officialbiancaryan,fashion,0.059,1
la_gatta_rosa,fashion,0.062,0
elsaekman,fashion,0.06,1
barrefaeli,fashion,0.038,1
ksfreak,fashion,0.03,1
itsmemariasee,fashion,0.014,0
moabolte,fashion,0.13,0
jadebeerman,fashion,0.04,0
ninaagdal,fashion,0.054,0
missmmeeke,fashion,0.03,0
blackkart,fashion,0.023,0
anitadacosta,fashion,0.027,0
jessicakgarrett,fashion,0.015,1
lyudmyla_p,fashion,0.07,0
christinaeileen,fashion,0.048,0
kaseyhill__,fashion,0.059,1
adeloo,fashion,0.064,0
estellemstrt,fashion,0.063,0
mackenzie_jo,fashion,0.055,0
designogger,fashion,0.063,0
uhoufo,fashion,0.059,1
danielscottkain,fashion,0.01,0
blackprints,fashion,0.023,1
olstonn,fashion,0.036,1
blonde_blog4u,fashion,0.026,1
aicigirl,fashion,0.061,1
zac_kara,fashion,0.024,1
whatwouldmirandasay,fashion,0.024,1
socialbeautify,fashion,0.014,0
nicotrudelle,fashion,0.065,1
bastihansen,fashion,0.045,1
apoelise,fashion,0.042,0
christarobertson,fashion,0.035,0
misses.blush,fashion,0.031,1
sabrina_perlleshi,fashion,0.043,0
loretoperalta,fashion,0.032,0
maeve_madden,fashion,0.023,0
steffanyschoice,fashion,0.068,0
heyaimeenicole,fashion,0.01,1
nehaadhvikmahajan,fashion,0.02,0
bluie,fashion,0.048,0
beccaedwards.x,fashion,0.056,1
onlymerosieb,fashion,0.053,1
lauren_rebbeca,fashion,0.061,1
ingridholm,fashion,0.011,0
brittneyelena,fashion,0.017,0
wastedboys,fashion,0.078,1
stylelove,fashion,0.042,0
awkaddi,fashion,0.038,0
vanitykids.boutique,fashion,0.052,1
cohlab_nyc,fashion,0.036,1
ktmaesec,fashion,0.05,1
brittanysky,fashion,0.057,0
mylindseymckeon,fashion,0.014,1
